"","county_fips","county_name","state","turnout_rate","totalvotes","cvap_est","tot_est"
"211","06107","TULARE","CALIFORNIA",0.571703804612241,146885,256925,461900
"212","06109","TUOLUMNE","CALIFORNIA",0.6877304082325,30408,44215,54045
"213","06111","VENTURA","CALIFORNIA",0.750701299623606,422825,563240,847265
"214","06113","YOLO","CALIFORNIA",0.666945434603784,97294,145880,217350
"215","06115","YUBA","CALIFORNIA",0.584006272050176,29796,51020,76360
"216","08001","ADAMS","COLORADO",0.732895795925949,236740,323020,504110
"217","08003","ALAMOSA","COLORADO",0.686719437115215,7808,11370,16105
"218","08005","ARAPAHOE","COLORADO",0.790882502399639,350183,442775,644560
"219","08007","ARCHULETA","COLORADO",0.854180289584306,9144,10705,13255
"220","08009","BACA","COLORADO",0.813528336380256,2225,2735,3560
"221","08011","BENT","COLORADO",0.482802547770701,2274,4710,5785
"222","08013","BOULDER","COLORADO",0.85203282280234,206111,241905,322510
"223","08014","BROOMFIELD","COLORADO",0.934696331930247,46632,49890,67885
"224","08015","CHAFFEE","COLORADO",0.840048989589712,13718,16330,19555
"225","08017","CHEYENNE","COLORADO",0.847761194029851,1136,1340,2025
"226","08019","CLEAR CREEK","COLORADO",0.833078880407125,6548,7860,9495
"227","08021","CONEJOS","COLORADO",0.734406779661017,4333,5900,8130
"228","08023","COSTILLA","COLORADO",0.732167832167832,2094,2860,3745
"229","08025","CROWLEY","COLORADO",0.359342915811088,1750,4870,5755
"230","08027","CUSTER","COLORADO",0.899752475247525,3635,4040,4775
"231","08029","DELTA","COLORADO",0.813011542497377,19370,23825,30565
"232","08031","DENVER","COLORADO",0.778487418213446,393829,505890,705575
"233","08033","DOLORES","COLORADO",1.00975609756098,1449,1435,1855
"234","08035","DOUGLAS","COLORADO",0.978743634711687,231605,236635,336040
"235","08037","EAGLE","COLORADO",0.805640033176666,29140,36170,54680
"236","08039","ELBERT","COLORADO",0.957769929364279,18983,19820,25715
"237","08041","EL PASO","COLORADO",0.744904540002753,378851,508590,698975
"238","08043","FREMONT","COLORADO",0.65204745503253,25557,39195,47320
"239","08045","GARFIELD","COLORADO",0.810809392627574,30904,38115,59055
"240","08047","GILPIN","COLORADO",0.828910891089109,4186,5050,6020
"241","08049","GRAND","COLORADO",0.81134401972873,9870,12165,15305
"242","08051","GUNNISON","COLORADO",0.825221238938053,11190,13560,16800
"243","08053","HINSDALE","COLORADO",0.883916083916084,632,715,855
"244","08055","HUERFANO","COLORADO",0.798912058023572,4406,5515,6680
"245","08057","JACKSON","COLORADO",0.834285714285714,876,1050,1260
"246","08059","JEFFERSON","COLORADO",0.849704461782687,377358,444105,574800
"247","08061","KIOWA","COLORADO",0.828440366972477,903,1090,1490
"248","08063","KIT CARSON","COLORADO",0.740861244019139,3871,5225,7445
"249","08065","LAKE","COLORADO",0.682931034482759,3961,5800,7750
"250","08067","LA PLATA","COLORADO",0.803039513677812,35667,44415,55615
"251","08069","LARIMER","COLORADO",0.841414747580827,224338,266620,344785
"252","08071","LAS ANIMAS","COLORADO",0.708274021352313,7961,11240,14265
"253","08073","LINCOLN","COLORADO",0.620116959064328,2651,4275,5585
"254","08075","LOGAN","COLORADO",0.619894055326663,10532,16990,22380
"255","08077","MESA","COLORADO",0.788163158810228,90623,114980,151220
"256","08079","MINERAL","COLORADO",1.03561643835616,756,730,825
"257","08081","MOFFAT","COLORADO",0.757928802588997,7026,9270,13125
"258","08083","MONTEZUMA","COLORADO",0.776942355889724,15500,19950,26030
"259","08085","MONTROSE","COLORADO",0.799550850176452,24922,31170,41685
"260","08087","MORGAN","COLORADO",0.742517558076715,13744,18510,28515
"261","08089","OTERO","COLORADO",0.719729425028185,9576,13305,18280
"262","08091","OURAY","COLORADO",1.00751879699248,4020,3990,4795
"263","08093","PARK","COLORADO",0.824622609862462,12291,14905,17865
"264","08095","PHILLIPS","COLORADO",0.906934306569343,2485,2740,4290
"265","08097","PITKIN","COLORADO",0.869283896764813,11957,13755,17925
"266","08099","PROWERS","COLORADO",0.681077770973668,5561,8165,12020
"267","08101","PUEBLO","COLORADO",0.70191573926868,88301,125800,165980
"268","08103","RIO BLANCO","COLORADO",0.780338266384778,3691,4730,6385
"269","08105","RIO GRANDE","COLORADO",0.759181216134859,6305,8305,11305
"270","08107","ROUTT","COLORADO",0.848679909479507,16876,19885,25070
"271","08109","SAGUACHE","COLORADO",0.708995815899582,3389,4780,6590
"272","08111","SAN JUAN","COLORADO",1.09126213592233,562,515,590
"273","08113","SAN MIGUEL","COLORADO",0.837591537835639,5147,6145,8050
"274","08115","SEDGWICK","COLORADO",0.855621301775148,1446,1690,2320
"275","08117","SUMMIT","COLORADO",0.784670912951168,18479,23550,30650
"276","08119","TELLER","COLORADO",0.85035140562249,16939,19920,24525
"277","08121","WASHINGTON","COLORADO",0.819618528610354,3008,3670,4870
"278","08123","WELD","COLORADO",0.798593873305115,166974,209085,305345
"279","08125","YUMA","COLORADO",0.762787136294028,4981,6530,10005
"280","09001","FAIRFIELD","CONNECTICUT",0.747941323158036,472396,631595,943925
"281","09003","HARTFORD","CONNECTICUT",0.690468214576578,449336,650770,893560
"282","09005","LITCHFIELD","CONNECTICUT",0.753742640874685,107544,142680,182000
"283","09007","MIDDLESEX","CONNECTICUT",0.770111016225448,99198,128810,163055
"284","09009","NEW HAVEN","CONNECTICUT",0.657893867015039,417983,635335,857515
"285","09011","NEW LONDON","CONNECTICUT",0.678067853413313,139604,205885,267390
"286","09013","TOLLAND","CONNECTICUT",0.672981198148997,80714,119935,151065
"287","09015","WINDHAM","CONNECTICUT",0.631438053097345,57082,90400,116565
"288","10001","KENT","DELAWARE",0.663578481833086,87025,131145,176700
"289","10003","NEW CASTLE","DELAWARE",0.709337969642042,287633,405495,556165
"290","10005","SUSSEX","DELAWARE",0.744943561391385,129352,173640,224385
"291","12001","ALACHUA","FLORIDA",0.697585911703559,142604,204425,265445
"292","12003","BAKER","FLORIDA",0.660822561692127,14059,21275,28210
"293","12005","BAY","FLORIDA",0.671144619602467,93024,138605,182160
"294","12007","BRADFORD","FLORIDA",0.631111111111111,13632,21600,27315
"295","12009","BREVARD","FLORIDA",0.782262890845223,360764,461180,585505
"296","12011","BROWARD","FLORIDA",0.749809743035656,957672,1277220,1926205
"297","12013","CALHOUN","FLORIDA",0.57880266075388,6526,11275,14360
"298","12015","CHARLOTTE","FLORIDA",0.768478763458617,116340,151390,181065
"299","12017","CITRUS","FLORIDA",0.770123109972734,93208,121030,145170
"300","12019","CLAY","FLORIDA",0.791455927728473,124405,157185,211405
"301","12021","COLLIER","FLORIDA",0.799653692979587,207818,259885,371455
"302","12023","COLUMBIA","FLORIDA",0.61703081232493,33042,53550,69970
"303","12027","DESOTO","FLORIDA",0.488764478764479,12659,25900,36905
"304","12029","DIXIE","FLORIDA",0.610845175766642,8167,13370,16590
"305","12031","DUVAL","FLORIDA",0.720560283065766,492820,683940,936185
"306","12033","ESCAMBIA","FLORIDA",0.705956450576999,170372,241335,313490
"307","12035","FLAGLER","FLORIDA",0.819330515251914,71716,87530,109800
"308","12037","FRANKLIN","FLORIDA",0.703543913713405,6849,9735,11810
"309","12039","GADSDEN","FLORIDA",0.690153935521348,23762,34430,45945
"310","12041","GILCHRIST","FLORIDA",0.702320522117476,9685,13790,17955
"311","12043","GLADES","FLORIDA",0.497652132247245,5193,10435,13515
"312","12045","GULF","FLORIDA",0.640235294117647,8163,12750,15575
"313","12047","HAMILTON","FLORIDA",0.523809523809524,5830,11130,14325
"314","12049","HARDEE","FLORIDA",0.461517541474028,8485,18385,27130
"315","12051","HENDRY","FLORIDA",0.565065502183406,12940,22900,40730
"316","12053","HERNANDO","FLORIDA",0.73417363170666,108922,148360,186315
"317","12055","HIGHLANDS","FLORIDA",0.655278527915594,52170,79615,103435
"318","12057","HILLSBOROUGH","FLORIDA",0.719477212676633,712063,989695,1422280
"319","12059","HOLMES","FLORIDA",0.590172469899121,9068,15365,19430
"320","12061","INDIAN RIVER","FLORIDA",0.801315194607702,97484,121655,153990
"321","12063","JACKSON","FLORIDA",0.588193624557261,22419,38115,47945
"322","12065","JEFFERSON","FLORIDA",0.73582934262081,8451,11485,14160
"323","12067","LAFAYETTE","FLORIDA",0.572009382329945,3658,6395,8635
"324","12069","LAKE","FLORIDA",0.791942435258404,211314,266830,345865
"325","12071","LEE","FLORIDA",0.718479133226324,393899,548240,737470
"326","12073","LEON","FLORIDA",0.719111091494902,162929,226570,289770
"327","12075","LEVY","FLORIDA",0.732089198165428,23145,31615,40405
"328","12077","LIBERTY","FLORIDA",0.524447717231222,3561,6790,8345
"329","12079","MADISON","FLORIDA",0.642245806230743,9380,14605,18460
"330","12081","MANATEE","FLORIDA",0.751903515916062,216958,288545,384215
"331","12083","MARION","FLORIDA",0.7337665601551,204376,278530,353525
"332","12085","MARTIN","FLORIDA",0.78553469127944,98726,125680,159065
"333","12086","MIAMI-DADE","FLORIDA",0.72654509598264,1156816,1592215,2699430
"334","12087","MONROE","FLORIDA",0.833113616652212,48029,57650,75800
"335","12089","NASSAU","FLORIDA",0.901110855741975,58811,65265,83100
"336","12091","OKALOOSA","FLORIDA",0.761155078814834,116373,152890,203795
"337","12093","OKEECHOBEE","FLORIDA",0.546931779225231,15954,29170,41145
"338","12095","ORANGE","FLORIDA",0.701628346780967,647403,922715,1349745
"339","12097","OSCEOLA","FLORIDA",0.736874492543054,172436,234010,351955
"340","12099","PALM BEACH","FLORIDA",0.75270695211114,773158,1027170,1465025
"341","12101","PASCO","FLORIDA",0.758880665468756,301970,397915,524600
"342","12103","PINELLAS","FLORIDA",0.734143926128501,559715,762405,964665
"343","12105","POLK","FLORIDA",0.686862299772884,343256,499745,686220
"344","12107","PUTNAM","FLORIDA",0.652489012467486,36373,55745,73250
"345","12109","ST. JOHNS","FLORIDA",0.949708294125554,176622,185975,244675
"346","12111","ST. LUCIE","FLORIDA",0.749620115380429,172169,229675,312945
"347","12113","SANTA ROSA","FLORIDA",0.803456437615058,106928,133085,174755
"348","12115","SARASOTA","FLORIDA",0.798792548637558,270575,338730,419495
"349","12117","SEMINOLE","FLORIDA",0.763767076152686,260815,341485,461400
"350","12119","SUMTER","FLORIDA",0.814594618399612,92485,113535,125045
"351","12121","SUWANNEE","FLORIDA",0.637607872823618,21057,33025,44045
"352","12123","TAYLOR","FLORIDA",0.587924528301887,10127,17225,21870
"353","12125","UNION","FLORIDA",0.516329061595701,6245,12095,15305
"354","12127","VOLUSIA","FLORIDA",0.719736395453641,307439,427155,536485
"355","12129","WAKULLA","FLORIDA",0.734250947536405,18404,25065,32320
